t_seconds,client,account_returned,x_cache_status
27.234,household13,household24,HIT
27.249,household01,household24,HIT
27.295,household06,household24,HIT
27.297,household18,household24,HIT
27.366,household10,household24,HIT
27.378,household28,household24,HIT
27.391,household36,household24,HIT
27.444,household16,household24,HIT
27.482,household30,household24,HIT
27.544,household29,household24,HIT
27.551,household25,household24,HIT
27.604,household26,household24,HIT
27.687,household12,household24,HIT
27.698,household08,household24,HIT
27.765,household34,household24,HIT
27.783,household33,household24,HIT
27.784,household15,household24,HIT
27.784,household37,household24,HIT
27.816,household22,household24,HIT
27.826,household07,household24,HIT
27.832,household23,household24,HIT
27.853,household40,household24,HIT
27.914,household03,household24,HIT
27.944,household19,household24,HIT
27.97,household02,household24,HIT
28.044,household32,household24,HIT
28.058,household09,household24,HIT
28.075,household05,household24,HIT
28.083,household27,household24,HIT
28.087,household17,household24,HIT
28.094,household39,household24,HIT
28.105,household31,household24,HIT
28.127,household35,household24,HIT
28.129,household38,household24,HIT
28.195,household11,household24,HIT
28.22,household21,household24,HIT
28.241,household14,household24,HIT
28.251,household20,household24,HIT
28.312,household13,household24,HIT
28.346,household24,household24,HIT
28.377,household01,household24,HIT
28.4,household04,household24,HIT
28.402,household28,household24,HIT
28.461,household36,household24,HIT
28.485,household06,household24,HIT
28.493,household10,household24,HIT
28.496,household18,household24,HIT
28.547,household16,household24,HIT
28.558,household29,household24,HIT
28.599,household30,household24,HIT
28.692,household25,household24,HIT
28.708,household26,household24,HIT
28.836,household22,household24,HIT
28.867,household08,household24,HIT
28.883,household12,household24,HIT
28.886,household40,household24,HIT
28.902,household23,household24,HIT
28.909,household37,household24,HIT
28.916,household15,household24,HIT
28.945,household33,household24,HIT
28.945,household34,household24,HIT
28.982,household07,household24,HIT
28.982,household19,household24,HIT
28.996,household03,household24,HIT
29.066,household02,household24,HIT
29.143,household09,household24,HIT
29.164,household32,household24,HIT
29.167,household38,household24,HIT
29.177,household39,household24,HIT
29.211,household31,household24,HIT
29.222,household17,household24,HIT
29.226,household27,household24,HIT
29.236,household05,household24,HIT
29.243,household21,household24,HIT
29.251,household11,household24,HIT
29.293,household14,household24,HIT
29.315,household35,household24,HIT
29.365,household13,household24,HIT
29.41,household04,household24,HIT
29.435,household20,household24,HIT
29.454,household24,household24,HIT
29.493,household36,household24,HIT
29.523,household01,household24,HIT
29.532,household18,household24,HIT
29.553,household10,household24,HIT
29.573,household16,household24,HIT
29.576,household28,household24,HIT
29.594,household06,household24,HIT
29.732,household29,household24,HIT
29.752,household30,household24,HIT
29.793,household26,household26,EXPIRED
29.833,household25,household26,HIT
29.901,household22,household26,HIT
29.914,household23,household26,HIT
29.916,household08,household26,HIT
29.971,household15,household26,HIT
29.986,household12,household26,HIT
29.996,household37,household26,HIT
30.061,household34,household26,HIT
30.079,household40,household26,HIT
30.099,household02,household26,HIT
30.114,household19,household26,HIT
30.126,household33,household26,HIT
30.141,household07,household26,HIT
30.149,household09,household26,HIT
30.17,household03,household26,HIT
30.2,household32,household26,HIT
30.225,household39,household26,HIT
30.295,household21,household26,HIT
30.3,household31,household26,HIT
30.318,household38,household26,HIT
30.337,household11,household26,HIT
30.371,household27,household26,HIT
30.372,household05,household26,HIT
30.391,household14,household26,HIT
30.41,household17,household26,HIT
30.417,household35,household26,HIT
30.474,household13,household26,HIT
30.516,household04,household26,HIT
30.6,household18,household26,HIT
30.616,household20,household26,HIT
30.626,household24,household26,HIT
30.626,household36,household26,HIT
30.639,household01,household26,HIT
30.698,household28,household26,HIT
30.72,household06,household26,HIT
30.738,household10,household26,HIT
30.755,household16,household26,HIT
30.868,household26,household26,HIT
30.888,household30,household26,HIT
30.902,household29,household26,HIT
30.93,household08,household26,HIT
30.957,household25,household26,HIT
31.016,household23,household26,HIT
31.068,household22,household26,HIT
31.087,household12,household26,HIT
31.11,household15,household26,HIT
31.121,household02,household26,HIT
31.159,household40,household26,HIT
31.165,household34,household26,HIT
31.17,household07,household26,HIT
31.191,household37,household26,HIT
31.201,household32,household26,HIT
31.21,household09,household26,HIT
31.225,household33,household26,HIT
31.236,household03,household26,HIT
31.314,household19,household26,HIT
31.36,household31,household26,HIT
31.378,household39,household26,HIT
31.414,household21,household26,HIT
31.432,household35,household26,HIT
31.433,household27,household26,HIT
31.438,household05,household26,HIT
31.448,household11,household26,HIT
31.459,household38,household26,HIT
31.482,household14,household26,HIT
31.514,household17,household26,HIT
31.579,household13,household26,HIT
31.625,household04,household26,HIT
31.678,household24,household26,HIT
31.704,household18,household26,HIT
31.712,household36,household26,HIT
31.764,household01,household26,HIT
31.792,household28,household26,HIT
31.797,household20,household26,HIT
31.818,household06,household26,HIT
31.846,household16,household26,HIT
31.858,household10,household26,HIT
31.906,household30,household26,HIT
32.0,household26,household26,HIT
32.005,household08,household26,HIT
32.018,household23,household26,HIT
32.018,household29,household26,HIT
32.15,household25,household26,HIT
32.168,household15,household26,HIT
32.176,household12,household26,HIT
32.214,household32,household26,HIT
32.215,household22,household26,HIT
32.243,household09,household26,HIT
32.248,household07,household26,HIT
32.279,household02,household26,HIT
32.299,household40,household26,HIT
32.309,household34,household26,HIT
32.314,household03,household26,HIT
32.318,household37,household26,HIT
32.42,household33,household26,HIT
32.442,household21,household26,HIT
32.469,household39,household26,HIT
32.475,household31,household26,HIT
32.485,household27,household26,HIT
32.501,household19,household26,HIT
32.506,household35,household26,HIT
32.512,household14,household26,HIT
32.514,household11,household26,HIT
32.516,household05,household26,HIT
32.557,household38,household26,HIT
32.631,household13,household26,HIT
32.661,household17,household26,HIT
32.702,household24,household26,HIT
32.739,household04,household26,HIT
32.79,household18,household26,HIT
32.827,household20,household26,HIT
32.853,household01,household26,HIT
32.856,household36,household26,HIT
32.895,household06,household26,HIT
32.946,household28,household26,HIT
32.971,household30,household26,HIT
32.978,household16,household26,HIT
33.002,household10,household26,HIT
33.077,household08,household26,HIT
33.111,household29,household26,HIT
33.184,household26,household26,HIT
33.212,household23,household26,HIT
33.269,household32,household26,HIT
33.281,household15,household26,HIT
33.289,household02,household26,HIT
33.296,household12,household26,HIT
33.306,household25,household26,HIT
33.306,household40,household26,HIT
33.332,household37,household26,HIT
33.352,household07,household26,HIT
33.358,household09,household26,HIT
33.393,household34,household26,HIT
33.406,household22,household26,HIT
33.462,household03,household26,HIT
33.474,household21,household26,HIT
33.513,household39,household26,HIT
33.529,household27,household26,HIT
33.562,household05,household26,HIT
33.562,household11,household26,HIT
33.593,household35,household26,HIT
33.616,household33,household26,HIT
33.624,household31,household26,HIT
33.634,household14,household26,HIT
33.699,household19,household26,HIT
33.747,household38,household26,HIT
33.784,household13,household26,HIT
33.796,household04,household26,HIT
33.842,household17,household26,HIT
33.858,household01,household26,HIT
33.866,household18,household26,HIT
33.879,household36,household26,HIT
33.894,household24,household26,HIT
33.939,household20,household26,HIT
33.966,household28,household26,HIT
34.033,household30,household26,HIT
34.042,household16,household26,HIT
34.047,household06,household26,HIT
34.197,household10,household26,HIT
34.251,household23,household26,HIT
34.272,household08,household26,HIT
34.276,household29,household26,HIT
34.292,household15,household26,HIT
34.307,household25,household26,HIT
34.307,household26,household26,HIT
34.377,household40,household26,HIT
34.379,household07,household26,HIT
34.38,household12,household26,HIT
34.422,household02,household26,HIT
34.446,household22,household26,HIT
34.462,household32,household26,HIT
34.478,household37,household26,HIT
34.499,household34,household26,HIT
34.506,household09,household26,HIT
34.572,household05,household26,HIT
34.579,household27,household26,HIT
34.612,household03,household26,HIT
34.629,household21,household26,HIT
34.635,household39,household26,HIT
34.686,household33,household26,HIT
34.73,household11,household26,HIT
34.754,household14,household26,HIT
34.762,household31,household26,HIT
34.791,household35,household26,HIT
34.866,household04,household26,HIT
34.879,household38,household26,HIT
34.885,household19,household26,HIT
34.922,household17,household26,HIT
34.97,household13,household26,HIT
35.02,household01,household26,HIT
35.023,household24,household26,HIT
35.052,household36,household26,HIT
35.061,household18,household26,HIT
35.08,household20,household26,HIT
35.083,household06,household26,HIT
35.101,household28,household26,HIT
35.177,household30,household26,HIT
35.232,household16,household26,HIT
35.289,household10,household26,HIT
35.325,household08,household26,HIT
35.393,household40,household26,HIT
35.417,household29,household26,HIT
35.423,household23,household26,HIT
35.449,household25,household26,HIT
35.478,household26,household26,HIT
35.489,household12,household26,HIT
35.491,household15,household26,HIT
35.495,household07,household26,HIT
35.533,household34,household26,HIT
35.591,household37,household26,HIT
35.594,household32,household26,HIT
35.61,household02,household26,HIT
35.616,household22,household26,HIT
35.64,household21,household26,HIT
35.641,household27,household26,HIT
35.644,household39,household26,HIT
35.689,household09,household26,HIT
35.711,household05,household26,HIT
35.717,household33,household26,HIT
35.73,household03,household26,HIT
35.79,household14,household14,EXPIRED
35.867,household04,household14,HIT
35.886,household38,household14,HIT
35.894,household11,household14,HIT
35.938,household31,household14,HIT
35.948,household35,household14,HIT
36.016,household13,household14,HIT
36.033,household17,household14,HIT
36.063,household19,household14,HIT
36.107,household01,household14,HIT
36.119,household18,household14,HIT
36.132,household20,household14,HIT
36.139,household36,household14,HIT
36.164,household06,household14,HIT
36.173,household24,household14,HIT
36.253,household30,household14,HIT
36.293,household28,household14,HIT
36.353,household16,household14,HIT
36.405,household40,household14,HIT
36.427,household23,household14,HIT
36.453,household08,household14,HIT
36.472,household10,household14,HIT
36.526,household15,household14,HIT
36.549,household26,household14,HIT
36.607,household29,household14,HIT
36.625,household25,household14,HIT
36.625,household32,household14,HIT
36.64,household07,household14,HIT
36.649,household21,household14,HIT
36.67,household12,household14,HIT
36.712,household34,household14,HIT
36.722,household33,household14,HIT
36.732,household27,household14,HIT
36.741,household03,household14,HIT
36.768,household37,household14,HIT
36.769,household39,household14,HIT
36.785,household22,household14,HIT
36.793,household02,household14,HIT
36.818,household09,household14,HIT
36.895,household14,household14,HIT
36.911,household05,household14,HIT
36.94,household31,household14,HIT
36.969,household38,household14,HIT
36.983,household11,household14,HIT
36.996,household04,household14,HIT
37.078,household19,household14,HIT
37.109,household17,household14,HIT
37.143,household35,household14,HIT
37.159,household13,household14,HIT
37.176,household24,household14,HIT
37.179,household06,household14,HIT
37.184,household20,household14,HIT
37.198,household18,household14,HIT
37.238,household36,household14,HIT
37.285,household01,household14,HIT
37.295,household28,household14,HIT
37.315,household30,household14,HIT
37.397,household16,household14,HIT
37.511,household08,household14,HIT
37.577,household40,household14,HIT
37.587,household23,household14,HIT
37.633,household10,household14,HIT
37.657,household32,household14,HIT
37.66,household15,household14,HIT
37.66,household25,household14,HIT
37.674,household29,household14,HIT
37.688,household12,household14,HIT
37.692,household07,household14,HIT
37.728,household26,household14,HIT
37.744,household21,household14,HIT
37.79,household03,household14,HIT
37.831,household22,household14,HIT
37.857,household33,household14,HIT
37.865,household34,household14,HIT
37.881,household02,household14,HIT
37.882,household27,household14,HIT
37.926,household37,household14,HIT
37.936,household05,household14,HIT
37.941,household39,household14,HIT
37.944,household31,household14,HIT
37.946,household14,household14,HIT
38.012,household09,household14,HIT
38.028,household38,household14,HIT
38.07,household04,household14,HIT
38.121,household11,household14,HIT
38.134,household17,household14,HIT
38.138,household19,household14,HIT
38.15,household35,household14,HIT
38.197,household06,household14,HIT
38.262,household13,household14,HIT
38.283,household36,household14,HIT
38.298,household01,household14,HIT
38.303,household18,household14,HIT
38.312,household24,household14,HIT
38.349,household20,household14,HIT
38.417,household30,household14,HIT
38.448,household28,household14,HIT
38.554,household16,household14,HIT
38.636,household08,household14,HIT
38.644,household23,household14,HIT
38.662,household32,household14,HIT
38.676,household10,household14,HIT
38.686,household25,household14,HIT
38.689,household40,household14,HIT
38.791,household15,household14,HIT
38.807,household12,household14,HIT
38.808,household21,household14,HIT
38.82,household03,household14,HIT
38.826,household29,household14,HIT
38.834,household26,household14,HIT
38.861,household07,household14,HIT
38.88,household34,household14,HIT
38.921,household33,household14,HIT
38.948,household14,household14,HIT
38.951,household22,household14,HIT
38.961,household39,household14,HIT
39.009,household02,household14,HIT
39.033,household09,household14,HIT
39.045,household27,household14,HIT
39.058,household05,household14,HIT
39.061,household37,household14,HIT
39.108,household31,household14,HIT
39.137,household38,household14,HIT
39.151,household19,household14,HIT
39.176,household04,household14,HIT
39.186,household35,household14,HIT
39.199,household06,household14,HIT
39.309,household17,household14,HIT
39.317,household11,household14,HIT
39.364,household01,household14,HIT
39.382,household20,household14,HIT
39.407,household36,household14,HIT
39.43,household13,household14,HIT
39.466,household18,household14,HIT
39.507,household24,household14,HIT
39.517,household30,household14,HIT
39.615,household28,household14,HIT
39.616,household16,household14,HIT
39.645,household23,household14,HIT
39.701,household40,household14,HIT
39.72,household08,household14,HIT
39.724,household25,household14,HIT
39.821,household32,household14,HIT
39.837,household21,household14,HIT
39.868,household10,household14,HIT
39.883,household26,household14,HIT
39.903,household03,household14,HIT
39.957,household15,household14,HIT
39.966,household33,household14,HIT
39.977,household14,household14,HIT
40.001,household12,household14,HIT
40.019,household29,household14,HIT
40.034,household34,household14,HIT
40.058,household07,household14,HIT
40.07,household05,household14,HIT
40.086,household39,household14,HIT
40.11,household22,household14,HIT
40.113,household09,household14,HIT
40.151,household02,household14,HIT
40.16,household38,household14,HIT
40.167,household27,household14,HIT
40.174,household37,household14,HIT
40.185,household31,household14,HIT
40.222,household19,household14,HIT
40.245,household04,household14,HIT
40.342,household06,household14,HIT
40.368,household35,household14,HIT
40.452,household13,household14,HIT
40.471,household01,household14,HIT
40.475,household17,household14,HIT
40.511,household11,household14,HIT
40.516,household24,household14,HIT
40.565,household18,household14,HIT
40.57,household30,household14,HIT
40.577,household20,household14,HIT
40.589,household36,household14,HIT
40.668,household28,household14,HIT
40.718,household16,household14,HIT
40.741,household25,household14,HIT
40.792,household40,household14,HIT
40.824,household23,household14,HIT
40.906,household08,household14,HIT
40.907,household21,household14,HIT
40.995,household32,household14,HIT
41.005,household33,household14,HIT
41.03,household26,household14,HIT
41.033,household10,household14,HIT
41.038,household03,household14,HIT
41.053,household12,household14,HIT
41.07,household14,household14,HIT
41.075,household05,household14,HIT
41.108,household15,household14,HIT
41.111,household22,household14,HIT
41.152,household34,household14,HIT
41.162,household39,household14,HIT
41.171,household27,household14,HIT
41.193,household29,household14,HIT
41.199,household31,household14,HIT
41.224,household02,household14,HIT
41.224,household19,household14,HIT
41.248,household04,household14,HIT
41.257,household09,household14,HIT
41.258,household07,household14,HIT
41.272,household37,household14,HIT
41.295,household38,household14,HIT
41.395,household35,household14,HIT
41.428,household06,household14,HIT
41.489,household13,household14,HIT
41.583,household20,household14,HIT
41.636,household30,household14,HIT
41.638,household36,household14,HIT
41.645,household01,household14,HIT
41.652,household18,household14,HIT
41.661,household17,household14,HIT
41.707,household11,household14,HIT
41.713,household24,household14,HIT
41.73,household16,household14,HIT
41.795,household25,household25,EXPIRED
41.84,household28,household25,HIT
41.887,household23,household25,HIT
41.92,household40,household25,HIT
42.001,household08,household25,HIT
42.044,household21,household25,HIT
42.046,household03,household25,HIT
42.077,household33,household25,HIT
42.089,household32,household25,HIT
42.15,household14,household25,HIT
42.155,household15,household25,HIT
42.173,household22,household25,HIT
42.174,household05,household25,HIT
42.186,household34,household25,HIT
42.2,household31,household25,HIT
42.207,household39,household25,HIT
42.21,household12,household25,HIT
42.213,household10,household25,HIT
42.214,household26,household25,HIT
42.278,household09,household25,HIT
42.287,household02,household25,HIT
42.296,household27,household25,HIT
42.3,household04,household25,HIT
42.321,household19,household25,HIT
42.371,household29,household25,HIT
42.375,household07,household25,HIT
42.391,household37,household25,HIT
42.421,household38,household25,HIT
42.467,household06,household25,HIT
42.508,household13,household25,HIT
42.586,household35,household25,HIT
42.645,household20,household25,HIT
42.654,household01,household25,HIT
42.706,household17,household25,HIT
42.713,household11,household25,HIT
42.735,household18,household25,HIT
42.765,household30,household25,HIT
42.817,household36,household25,HIT
42.819,household24,household25,HIT
42.864,household25,household25,HIT
42.907,household16,household25,HIT
42.992,household28,household25,HIT
43.028,household08,household25,HIT
43.048,household23,household25,HIT
43.059,household40,household25,HIT
43.091,household33,household25,HIT
43.153,household03,household25,HIT
43.192,household15,household25,HIT
43.227,household32,household25,HIT
43.235,household05,household25,HIT
43.24,household12,household25,HIT
43.244,household21,household25,HIT
43.245,household14,household25,HIT
43.257,household31,household25,HIT
43.276,household10,household25,HIT
43.294,household34,household25,HIT
43.323,household02,household25,HIT
43.325,household22,household25,HIT
43.339,household27,household25,HIT
43.348,household09,household25,HIT
43.354,household26,household25,HIT
43.362,household39,household25,HIT
43.37,household19,household25,HIT
43.44,household29,household25,HIT
43.456,household07,household25,HIT
43.492,household04,household25,HIT
43.564,household38,household25,HIT
43.572,household37,household25,HIT
43.615,household06,household25,HIT
43.624,household35,household25,HIT
43.675,household13,household25,HIT
43.721,household11,household25,HIT
43.723,household01,household25,HIT
43.728,household17,household25,HIT
43.774,household20,household25,HIT
43.888,household18,household25,HIT
43.906,household30,household25,HIT
43.979,household24,household25,HIT
44.009,household36,household25,HIT
44.047,household25,household25,HIT
44.067,household16,household25,HIT
44.141,household40,household25,HIT
44.144,household28,household25,HIT
44.199,household23,household25,HIT
44.204,household15,household25,HIT
44.227,household08,household25,HIT
44.24,household32,household25,HIT
44.252,household12,household25,HIT
44.262,household05,household25,HIT
44.276,household33,household25,HIT
44.289,household03,household25,HIT
44.356,household22,household25,HIT
44.358,household10,household25,HIT
44.361,household31,household25,HIT
44.373,household21,household25,HIT
44.376,household27,household25,HIT
44.382,household14,household25,HIT
44.385,household09,household25,HIT
44.413,household02,household25,HIT
44.425,household34,household25,HIT
44.442,household39,household25,HIT
44.507,household26,household25,HIT
44.524,household19,household25,HIT
44.599,household07,household25,HIT
44.607,household29,household25,HIT
44.645,household38,household25,HIT
44.665,household35,household25,HIT
44.669,household04,household25,HIT
44.701,household37,household25,HIT
44.731,household11,household25,HIT
44.77,household06,household25,HIT
44.805,household13,household25,HIT
44.865,household20,household25,HIT
44.878,household17,household25,HIT
44.919,household18,household25,HIT
44.92,household01,household25,HIT
45.012,household24,household25,HIT
45.029,household30,household25,HIT
45.103,household36,household25,HIT
45.176,household25,household25,HIT
45.18,household40,household25,HIT
45.2,household16,household25,HIT
45.202,household23,household25,HIT
45.279,household05,household25,HIT
45.286,household28,household25,HIT
45.328,household32,household25,HIT
45.339,household15,household25,HIT
45.342,household03,household25,HIT
45.364,household08,household25,HIT
45.364,household12,household25,HIT
45.45,household33,household25,HIT
45.481,household02,household25,HIT
45.511,household34,household25,HIT
45.52,household09,household25,HIT
45.526,household27,household25,HIT
45.527,household19,household25,HIT
45.53,household21,household25,HIT
45.531,household31,household25,HIT
45.534,household14,household25,HIT
45.549,household22,household25,HIT
45.553,household10,household25,HIT
45.572,household26,household25,HIT
45.596,household39,household25,HIT
45.715,household29,household25,HIT
45.72,household35,household25,HIT
45.737,household11,household25,HIT
45.76,household07,household25,HIT
45.821,household37,household25,HIT
45.835,household38,household25,HIT
45.851,household04,household25,HIT
45.892,household13,household25,HIT
45.901,household20,household25,HIT
45.961,household06,household25,HIT
46.022,household17,household25,HIT
46.04,household30,household25,HIT
46.086,household18,household25,HIT
46.091,household01,household25,HIT
46.124,household24,household25,HIT
46.177,household25,household25,HIT
46.279,household36,household25,HIT
46.28,household05,household25,HIT
46.29,household23,household25,HIT
46.341,household32,household25,HIT
46.344,household40,household25,HIT
46.352,household28,household25,HIT
46.378,household16,household25,HIT
46.393,household08,household25,HIT
46.435,household03,household25,HIT
46.523,household15,household25,HIT
46.559,household12,household25,HIT
46.587,household27,household25,HIT
46.598,household21,household25,HIT
46.606,household31,household25,HIT
46.616,household02,household25,HIT
46.639,household33,household25,HIT
46.643,household39,household25,HIT
46.662,household10,household25,HIT
46.677,household34,household25,HIT
46.68,household22,household25,HIT
46.687,household09,household25,HIT
46.697,household26,household25,HIT
46.721,household19,household25,HIT
46.726,household14,household25,HIT
46.75,household29,household25,HIT
46.75,household35,household25,HIT
46.771,household07,household25,HIT
46.835,household11,household25,HIT
46.858,household37,household25,HIT
46.887,household38,household25,HIT
46.918,household04,household25,HIT
47.039,household13,household25,HIT
47.078,household20,household25,HIT
47.122,household30,household25,HIT
47.124,household17,household25,HIT
47.126,household18,household25,HIT
47.137,household06,household25,HIT
47.167,household01,household25,HIT
47.188,household25,household25,HIT
47.262,household24,household25,HIT
47.34,household05,household25,HIT
47.375,household32,household25,HIT
47.389,household23,household25,HIT
47.394,household36,household25,HIT
47.452,household40,household25,HIT
47.503,household28,household25,HIT
47.55,household16,household25,HIT
47.578,household03,household25,HIT
47.582,household08,household25,HIT
47.592,household12,household25,HIT
47.663,household31,household25,HIT
47.676,household27,household25,HIT
47.687,household34,household25,HIT
47.691,household22,household25,HIT
47.705,household15,household25,HIT
47.731,household26,household25,HIT
47.762,household21,household25,HIT
47.765,household02,household25,HIT
47.769,household09,household25,HIT
47.787,household10,household10,EXPIRED
47.794,household33,household10,HIT
47.821,household35,household10,HIT
47.84,household39,household10,HIT
47.865,household19,household10,HIT
47.872,household14,household10,HIT
47.876,household29,household10,HIT
47.897,household11,household10,HIT
47.944,household07,household10,HIT
47.986,household38,household10,HIT
48.007,household37,household10,HIT
48.084,household04,household10,HIT
48.195,household06,household10,HIT
48.198,household13,household10,HIT
48.2,household25,household10,HIT
48.212,household20,household10,HIT
48.247,household17,household10,HIT
48.294,household30,household10,HIT
48.309,household18,household10,HIT
48.312,household01,household10,HIT
48.367,household24,household10,HIT
48.397,household23,household10,HIT
48.474,household32,household10,HIT
48.5,household36,household10,HIT
48.504,household28,household10,HIT
48.511,household05,household10,HIT
48.513,household40,household10,HIT
48.622,household03,household10,HIT
48.641,household12,household10,HIT
48.654,household08,household10,HIT
48.692,household31,household10,HIT
48.696,household16,household10,HIT
48.709,household15,household10,HIT
48.726,household34,household10,HIT
48.806,household27,household10,HIT
48.833,household22,household10,HIT
48.837,household02,household10,HIT
48.878,household35,household10,HIT
48.892,household33,household10,HIT
48.894,household21,household10,HIT
48.895,household26,household10,HIT
48.952,household10,household10,HIT
48.953,household19,household10,HIT
48.964,household14,household10,HIT
48.965,household09,household10,HIT
48.97,household11,household10,HIT
48.971,household29,household10,HIT
48.993,household39,household10,HIT
49.013,household37,household10,HIT
49.074,household38,household10,HIT
49.111,household07,household10,HIT
49.174,household04,household10,HIT
49.247,household25,household10,HIT
49.264,household13,household10,HIT
49.309,household20,household10,HIT
49.309,household30,household10,HIT
49.367,household17,household10,HIT
49.378,household06,household10,HIT
49.426,household24,household10,HIT
49.427,household18,household10,HIT
49.482,household01,household10,HIT
49.491,household23,household10,HIT
49.509,household28,household10,HIT
49.561,household05,household10,HIT
49.577,household32,household10,HIT
49.579,household40,household10,HIT
49.677,household36,household10,HIT
49.699,household16,household10,HIT
49.736,household03,household10,HIT
49.737,household12,household10,HIT
49.774,household31,household10,HIT
49.782,household08,household10,HIT
49.798,household15,household10,HIT
49.858,household34,household10,HIT
49.899,household02,household10,HIT
49.955,household27,household10,HIT
49.987,household35,household10,HIT
50.001,household22,household10,HIT
50.014,household37,household10,HIT
50.016,household21,household10,HIT
50.033,household33,household10,HIT
50.04,household26,household10,HIT
50.044,household10,household10,HIT
50.048,household09,household10,HIT
50.061,household19,household10,HIT
50.066,household39,household10,HIT
50.068,household29,household10,HIT
50.103,household11,household10,HIT
50.154,household14,household10,HIT
50.185,household04,household10,HIT
50.187,household38,household10,HIT
50.198,household07,household10,HIT
50.367,household13,household10,HIT
50.379,household06,household10,HIT
50.407,household25,household10,HIT
50.408,household30,household10,HIT
50.473,household17,household10,HIT
50.503,household20,household10,HIT
50.584,household24,household10,HIT
50.585,household23,household10,HIT
50.589,household28,household10,HIT
50.593,household40,household10,HIT
50.622,household18,household10,HIT
50.65,household05,household10,HIT
50.663,household32,household10,HIT
50.664,household01,household10,HIT
50.71,household36,household10,HIT
50.789,household08,household10,HIT
50.79,household12,household10,HIT
50.798,household15,household10,HIT
50.869,household31,household10,HIT
50.876,household16,household10,HIT
50.895,household03,household10,HIT
51.006,household34,household10,HIT
51.015,household22,household10,HIT
51.058,household37,household10,HIT
51.064,household10,household10,HIT
51.092,household02,household10,HIT
51.104,household27,household10,HIT
51.111,household29,household10,HIT
51.132,household26,household10,HIT
51.139,household33,household10,HIT
51.143,household09,household10,HIT
51.152,household11,household10,HIT
51.154,household21,household10,HIT
51.159,household39,household10,HIT
51.164,household14,household10,HIT
51.184,household35,household10,HIT
51.208,household19,household10,HIT
51.315,household04,household10,HIT
51.323,household38,household10,HIT
51.382,household07,household10,HIT
51.403,household13,household10,HIT
51.493,household30,household10,HIT
51.523,household20,household10,HIT
51.53,household25,household10,HIT
51.552,household06,household10,HIT
51.604,household17,household10,HIT
51.625,household40,household10,HIT
51.651,household28,household10,HIT
51.668,household32,household10,HIT
51.745,household24,household10,HIT
51.749,household36,household10,HIT
51.758,household23,household10,HIT
51.781,household18,household10,HIT
51.79,household01,household10,HIT
51.791,household12,household10,HIT
51.812,household05,household10,HIT
51.853,household08,household10,HIT
51.929,household16,household10,HIT
51.958,household15,household10,HIT
51.97,household03,household10,HIT
52.015,household31,household10,HIT
52.091,household34,household10,HIT
52.107,household22,household10,HIT
52.124,household27,household10,HIT
52.154,household37,household10,HIT
52.185,household02,household10,HIT
52.203,household10,household10,HIT
52.215,household21,household10,HIT
52.222,household26,household10,HIT
52.246,household09,household10,HIT
52.249,household29,household10,HIT
52.291,household14,household10,HIT
52.329,household33,household10,HIT
52.339,household11,household10,HIT
52.342,household39,household10,HIT
52.362,household04,household10,HIT
52.362,household38,household10,HIT
52.364,household19,household10,HIT
52.378,household35,household10,HIT
52.435,household07,household10,HIT
52.485,household13,household10,HIT
52.559,household20,household10,HIT
52.656,household30,household10,HIT
52.657,household17,household10,HIT
52.671,household25,household10,HIT
52.718,household06,household10,HIT
52.736,household28,household10,HIT
52.749,household40,household10,HIT
52.792,household32,household10,HIT
52.828,household01,household10,HIT
52.837,household12,household10,HIT
52.845,household05,household10,HIT
52.872,household36,household10,HIT
52.873,household24,household10,HIT
52.912,household23,household10,HIT
52.961,household18,household10,HIT
52.982,household08,household10,HIT
52.983,household16,household10,HIT
52.995,household15,household10,HIT
53.114,household03,household10,HIT
53.16,household31,household10,HIT
53.195,household02,household10,HIT
53.197,household34,household10,HIT
53.215,household27,household10,HIT
53.246,household22,household10,HIT
53.288,household09,household10,HIT
53.29,household26,household10,HIT
53.296,household21,household10,HIT
53.304,household10,household10,HIT
53.313,household37,household10,HIT
53.323,household29,household10,HIT
53.342,household11,household10,HIT
53.378,household39,household10,HIT
53.455,household14,household10,HIT
53.457,household19,household10,HIT
53.478,household38,household10,HIT
53.481,household35,household10,HIT
53.488,household04,household10,HIT
53.492,household33,household10,HIT
53.554,household13,household10,HIT
53.559,household07,household10,HIT
53.59,household20,household10,HIT
53.676,household30,household10,HIT
53.715,household25,household10,HIT
53.75,household06,household10,HIT
53.775,household40,household10,HIT
53.833,household17,household17,EXPIRED
53.861,household01,household17,HIT
53.87,household12,household17,HIT
53.877,household05,household17,HIT
53.914,household28,household17,HIT
53.925,household36,household17,HIT
53.962,household32,household17,HIT
54.002,household24,household17,HIT
54.022,household23,household17,HIT
54.033,household08,household17,HIT
54.091,household16,household17,HIT
54.116,household18,household17,HIT
54.17,household15,household17,HIT
54.198,household03,household17,HIT
54.216,household31,household17,HIT
54.239,household34,household17,HIT
54.266,household27,household17,HIT
54.3,household02,household17,HIT
54.37,household21,household17,HIT
54.382,household10,household17,HIT
54.405,household22,household17,HIT
54.406,household11,household17,HIT
54.408,household29,household17,HIT
54.425,household39,household17,HIT
54.467,household26,household17,HIT
54.472,household37,household17,HIT
54.474,household09,household17,HIT
54.512,household14,household17,HIT
54.54,household04,household17,HIT
54.546,household33,household17,HIT
54.556,household19,household17,HIT
54.561,household35,household17,HIT
54.612,household20,household17,HIT
54.646,household38,household17,HIT
